NOTAM_REC_ID,FNS_ID,FILENAME,NOTAM_ID,NOTAM_TYPE,RELATED_NOTAM_ID,SIMPLE_TEXT,LOC_ID_ACCOUNTABLE_ORG,NOTAM_NUMBER,RELATED_NOTAM_NUMBER,TEXT,Q_CODE,Q_CODE_INTERPRETATION,A_CODE,B_CODE,C_CODE,D_CODE,E_CODE,F_CODE,G_CODE,CLASSIFICATION,POSSIBLE_NOTAM_ID,MIN_ALT,MAX_ALT,MIN_ALT_REF_TYPE,MAX_ALT_REF_TYPE,POSSIBLE_START_DATE,POSSIBLE_END_DATE,ISSUE_DATE,CANCELED_DATE,AFFECTED_FIR,DESIGNATOR,DESIGNATOR_NAME,LOCATION_NAME,ACCOUNT_ID,LOCATION_CODE,LAUNCHES_REC_ID
575,FNS_ID_43135756,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,05/176,NOTAMN,NULL,!MEM 05/176 MEM NAV ILS RWY 18L LOC OUT OF SERVICE 1605251300-1605251930,MEM,05/176,NULL,NAV ILS RWY 18L LOC OUT OF SERVICE,ZME//I/NBO/A/000/999/3502N08958W005,NULL,KMEM,00:00.0,30:00.0,NULL, NAV ILS RWY 18L LOCALIZER OUT OF SERVICE ,0,999,DOM,0176/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,47:00.0,NULL,ZME,MEM,MEMPHIS INTL,MEMPHIS INTL,MEM,KMEM,NULL
576,FNS_ID_43135753,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,0091/16,NOTAMN,NULL,!MSY 05/091 MSY RWY 11/29 CLSD EXC XNG 1HR PPR 504-628-1160   1605251230-1605252000,MSY,05/091,NULL,RWY 11/29 CLSD EXC XNG 1HR PPR 504-628-1160,NULL,NULL,NULL,NULL,NULL,NULL,RWY 11/29 CLSD EXC XNG 1HR PPR 504-628-1160,NULL,NULL,DOM,0091/16 NOTAMN,NULL,NULL,NULL,NULL,30:00.0,00:00.0,46:00.0,NULL,NULL,MSY,LOUIS ARMSTRONG NEW ORLEANS INTL,LOUIS ARMSTRONG NEW ORLEANS INTL,MSY,KMSY,NULL
577,FNS_ID_43135780,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,05/002,NOTAMN,NULL,!IGM 05/002 IGM NAV VOR/DME NOT MNT 1605242049-1605252100EST,IGM,05/002,NULL,NAV VOR/DME NOT MNT,NULL,NULL,IGM,49:00.0,00:00.0,NULL,NAV VOR/DME NOT MNT,0,999,DOM,0002/16 NOTAMN,0,999,MSL,MSL,49:00.0,00:00.0,49:00.0,NULL,ZLA,IGM,NULL,IGM-VOR/DME,IGM,IGM,NULL
578,FNS_ID_43119459,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,05/115,NOTAMN,NULL,!ISP 05/115 DPK NAV VOR/DME NOT MNT 1605221544-1605262000EST,ISP,05/115,NULL,NAV VOR/DME NOT MNT,NULL,NULL,DPK,44:00.0,00:00.0,NULL,NAV VOR/DME NOT MNT,0,999,DOM,0115/16 NOTAMN,0,999,MSL,MSL,44:00.0,00:00.0,44:00.0,49:00.0,ZNY,DPK,NULL,DPK-VOR/DME,ISP,DPK,NULL
579,FNS_ID_43135793,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,05/019,NOTAMN,NULL,!PGA 05/019 PGA NAV VOR/DME NOT MNT 1605270600-1605270800,PGA,05/019,NULL,NAV VOR/DME NOT MNT,NULL,NULL,PGA,00:00.0,00:00.0,NULL,NAV VOR/DME NOT MNT,0,999,DOM,0019/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,51:00.0,NULL,ZDV,PGA,NULL,PGA-VOR/DME,PGA,PGA,NULL
580,FNS_ID_43135773,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,K3303/16,NOTAMC,K3302/16,NULL,NULL,NULL,NULL,K3303/16 NOTAMC K3302/16 Q) UUWV/QRTXX/IV/BO/W/   /   /5603N03649E001 A) UUWV B) 1605242025 E) CNL. NEW NOTAM TO FOLLOW.,UUWV/QRTXX/IV/BO/W/,TEMPORARY RESTRICTED AREA,UUWV,25:00.0,NULL,NULL,CNL. NEW NOTAM TO FOLLOW. ,NULL,NULL,INTL,K3303/16 NOTAMC,NULL,NULL,NULL,NULL,46:00.0,46:00.0,46:00.0,NULL,UUWV,NULL,NULL,MOSKVA FIR,UUUUYNYX,UUWV,NULL
581,FNS_ID_43135774,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,M0183/16,NOTAMC,M0160/16,M0183/16 NOTAMC M0160/16,NULL,NULL,NULL,M0183/16 NOTAMC M0160/16 A) KVBG,NULL,NULL,KVBG,NULL,NULL,NULL,M0183/16 NOTAMC M0160/16 A) KVBG,NULL,NULL,MIL,M0183/16 NOTAMC,NULL,NULL,NULL,NULL,47:00.0,47:00.0,47:00.0,NULL,NULL,VBG,VANDENBERG AFB,VANDENBERG AFB,KVBG,KVBG,NULL
582,FNS_ID_43135772,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,B3062/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"TKOF/LDG REPORTS, INCLUDING ATIS: WIND DIRECTION/SPEED EST T/DP NOT AVBL",NZZC/QFMLT/IV/BO,METEOROLOGICAL SERVICE LIMITED TO,NZNV,00:00.0,00:00.0,DAILY 2000-0500,"TKOF/LDG REPORTS, INCLUDING ATIS: WIND DIRECTION/SPEED EST T/DP NOT AVBL ",0,999,INTL,B3062/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,46:00.0,NULL,NZZC,NULL,NULL,INVERCARGILL,NZCHYNYX,NZNV,NULL
583,FNS_ID_43133990,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,K3302/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AIRSPACE CLSD WI CIRCLE RADIUS 1KM CENTRE 560300N0364900E.,UUWV/QRTCA/IV/BO/W/000/999/5603N03649E001,TEMPORARY RESTRICTED AREA ACTIVATED,UUWV,00:00.0,00:00.0,DAILY 0600-1900,AIRSPACE CLSD WI CIRCLE RADIUS 1KM CENTRE 560300N0364900E.,SFC,700M,INTL,K3302/16 NOTAMN,0,999,AGL,AGL,00:00.0,00:00.0,10:00.0,46:00.0,UUWV,NULL,NULL,MOSKVA FIR,UUUUYNYX,UUWV,NULL
584,FNS_ID_43135791,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,K3304/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AIRSPACE CLSD WI CIRCLE RADIUS 1KM CENTRE 560300N0364900E.,UUWV/QRTCA/IV/BO/W/000/999/5603N03649E001,TEMPORARY RESTRICTED AREA ACTIVATED,UUWV,00:00.0,00:00.0,DAILY 0600-1900,AIRSPACE CLSD WI CIRCLE RADIUS 1KM CENTRE 560300N0364900E.,SFC,450M,INTL,K3304/16 NOTAMN,0,999,AGL,AGL,00:00.0,00:00.0,48:00.0,NULL,UUWV,NULL,NULL,MOSKVA FIR,UUUUYNYX,UUWV,NULL
585,FNS_ID_43135779,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,0006/16,NOTAMN,NULL,!DCU 05/006 DCU OBST TOWER LGT (ASR 1057331) 343555.00N0870024.00W (4.5NM SW DCU) 811.0FT (264.8FT AGL) OUT OF SERVICE 1605242049-1605312100,DCU,05/006,NULL,OBST TOWER LGT (ASR 1057331) 343555.00N0870024.00W (4.5NM SW DCU) 811.0FT (264.8FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1057331) 343555.00N0870024.00W (4.5NM SW DCU) 811.0FT (264.8FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0006/16 NOTAMN,NULL,NULL,NULL,NULL,49:00.0,00:00.0,49:00.0,NULL,NULL,DCU,PRYOR FIELD RGNL,PRYOR FIELD RGNL,DCU,KDCU,NULL
586,FNS_ID_43135751,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,0024/16,NOTAMN,NULL,!SWO 05/024 SWO OBST TOWER LGT (ASR 1214166) 361535.70N0965837.70W (7.9NM NE SWO) 1336.6FT (338.9FT AGL) OUT OF SERVICE 1605242044-1606232045,SWO,05/024,NULL,OBST TOWER LGT (ASR 1214166) 361535.70N0965837.70W (7.9NM NE SWO) 1336.6FT (338.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1214166) 361535.70N0965837.70W (7.9NM NE SWO) 1336.6FT (338.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0024/16 NOTAMN,NULL,NULL,NULL,NULL,44:00.0,45:00.0,46:00.0,NULL,NULL,SWO,STILLWATER RGNL,STILLWATER RGNL,SWO,KSWO,NULL
587,FNS_ID_43135796,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,0292/16,NOTAMN,NULL,!AND 05/292 S19 OBST TOWER LGT (ASR 1289356) 335029.20N0823202.70W (14.0NM WSW S19) 783.5FT (310.0FT AGL) OUT OF SERVICE 1605242051-1606232050,AND,05/292,NULL,OBST TOWER LGT (ASR 1289356) 335029.20N0823202.70W (14.0NM WSW S19) 783.5FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1289356) 335029.20N0823202.70W (14.0NM WSW S19) 783.5FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0292/16 NOTAMN,NULL,NULL,NULL,NULL,51:00.0,50:00.0,52:00.0,NULL,NULL,S19,MC CORMICK COUNTY,MC CORMICK COUNTY,AND,S19,NULL
588,FNS_ID_43135792,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T205608Z_tmp.xml,L0205/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,CAUTION. 100 FT TOWER (APPROX 1750FT SOUTH OF RUNWAY CENTERLINE) OBSTRUCTION LIGHT OTS.,NULL,NULL,NULL,NULL,NULL,NULL,CAUTION. 100 FT TOWER (APPROX 1750FT SOUTH OF RUNWAY CENTERLINE) OBSTRUCTION LIGHT OTS. ,NULL,NULL,LMIL,L0205/16 NOTAMN,NULL,NULL,NULL,NULL,49:00.0,59:00.0,49:00.0,NULL,NULL,NULL,NULL,AVIANO AB,LIPA,LIPA,NULL
589,FNS_ID_43135801,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,0675/16,NULL,NULL,!SUAC 05/675 ZFW AIRSPACE HOLLIS MOA ACT 11000FT UP TO BUT NOT INCLUDING FL180 1605250246-1605250445,SUAC,05/675,NULL,AIRSPACE HOLLIS MOA ACT 11000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE HOLLIS MOA ACT 11000FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0675/16,110,180,NULL,NULL,46:00.0,45:00.0,50:00.0,NULL,NULL,NULL,NULL,ZFW ARTCC,SUAC,ZFW,NULL
590,FNS_ID_43135832,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,M0528/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AERODROME VORTAC OUT OF SERVICE,ZFW/QXXXX/IV/NBO/A/000/999/3439N09916W005,NULL,KLTS,55:00.0,30:00.0,NULL,AERODROME VORTAC OUT OF SERVICE,0,999,MIL,M0528/16 NOTAMN,0,999,MSL,MSL,55:00.0,30:00.0,56:00.0,NULL,ZFW,NULL,NULL,ALTUS AFB,KLTS,LTS,NULL
591,FNS_ID_43135813,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,L3089/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MV13 160524233001  1605242330 1605250900  NATYA 32S142E EVIEC TOUDA 21S138E 14S135E IGOPO TATAP GUTEV  RTS/YMML ML H164 KEPPA UH336 NATYA  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP,YUXX/QARCA/I/NBO/E/000/999/,ATS ROUTE ACTIVATED,YMMM/YBBB,30:00.0,00:00.0,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MV13 160524233001  1605242330 1605250900  NATYA 32S142E EVIEC TOUDA 21S138E 14S135E IGOPO TATAP GUTEV  RTS/YMML ML H164 KEPPA UH336 NATYA  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP ,0,999,INTL,L3089/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,51:00.0,NULL,YUXX,NULL,NULL,BRISBANE (FIR/FIC/ACC/COM/MET/NOF),YBBBZEZX,YBBB,NULL
592,FNS_ID_43135814,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,L3089/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MV13 160524233001  1605242330 1605250900  NATYA 32S142E EVIEC TOUDA 21S138E 14S135E IGOPO TATAP GUTEV  RTS/YMML ML H164 KEPPA UH336 NATYA  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP,YUXX/QARCA/I/NBO/E/000/999/,ATS ROUTE ACTIVATED,YMMM/YBBB,30:00.0,00:00.0,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MV13 160524233001  1605242330 1605250900  NATYA 32S142E EVIEC TOUDA 21S138E 14S135E IGOPO TATAP GUTEV  RTS/YMML ML H164 KEPPA UH336 NATYA  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP ,0,999,INTL,L3089/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,51:00.0,NULL,YUXX,NULL,NULL,MELBOURNE (FIR/FIC/ACC/COM/MET),YBBBZEZX,YMMM,NULL
593,FNS_ID_43135812,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,L3088/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MY13 160524233001  1605242330 1605251400  JAMOR IBABI CAPET LEC OOD ARNTU LEESA SANDY ITCHY ATMAP  RTS/YMML ML H164 JAMOR  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP,YUXX/QARCA/I/NBO/E/000/999/,ATS ROUTE ACTIVATED,YMMM/YBBB,30:00.0,00:00.0,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MY13 160524233001  1605242330 1605251400  JAMOR IBABI CAPET LEC OOD ARNTU LEESA SANDY ITCHY ATMAP  RTS/YMML ML H164 JAMOR  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP ,0,999,INTL,L3088/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,49:00.0,NULL,YUXX,NULL,NULL,MELBOURNE (FIR/FIC/ACC/COM/MET),YBBBZEZX,YMMM,NULL
594,FNS_ID_43135811,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,L3088/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MY13 160524233001  1605242330 1605251400  JAMOR IBABI CAPET LEC OOD ARNTU LEESA SANDY ITCHY ATMAP  RTS/YMML ML H164 JAMOR  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP,YUXX/QARCA/I/NBO/E/000/999/,ATS ROUTE ACTIVATED,YMMM/YBBB,30:00.0,00:00.0,NULL,AUSOTS GROUP A DOMESTIC FLEX TRACKS ACT TDM TRK MY13 160524233001  1605242330 1605251400  JAMOR IBABI CAPET LEC OOD ARNTU LEESA SANDY ITCHY ATMAP  RTS/YMML ML H164 JAMOR  RMK/AUSOTS GROUP A . FURTHER INFORMATION ON FLEX TRACKS AVBL ON AIRSERVICES AUSTRALIA WEBSITE AT:WWW.AIRSERVICESAUSTRALIA.COM/AUSOTS/AUSOTSTODAY.ASP ,0,999,INTL,L3088/16 NOTAMN,0,999,MSL,MSL,30:00.0,00:00.0,49:00.0,NULL,YUXX,NULL,NULL,BRISBANE (FIR/FIC/ACC/COM/MET/NOF),YBBBZEZX,YBBB,NULL
595,FNS_ID_43125850,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,05/178,NOTAMN,NULL,!OMA 05/178 OMA NAV ILS RWY 32R LOC/GP/DME/IM OUT OF SERVICE 1605251200-1605251900,OMA,05/178,NULL,NAV ILS RWY 32R LOC/GP/DME/IM OUT OF SERVICE,ZMP//I/NBO/A/000/999/4118N09553W005,NULL,KOMA,00:00.0,00:00.0,NULL, NAV ILS RWY 32R LOCALIZER/GP/DME/IM OUT OF SERVICE ,0,999,DOM,0178/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,50:00.0,55:00.0,ZMP,OMA,EPPLEY AIRFIELD,EPPLEY AIRFIELD,OMA,KOMA,NULL
596,FNS_ID_43135831,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,M0526/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,FIRE FIGHTING AND RESCUE CAPABILITY LIMITED TO INTERIOR/EXTERIOR FIRE SUPPRESSION CAPABILITY IS REDUCED. FIREFIGHTERS MAY STILL BE SUCCESSFUL IN CONTROLLING EXTERIOR FIRES. TOTAL EXTINGUISHMENT SHOULD NOT BE EXPECTED.,ZAB/QXXXX/IV/NBO/A/000/999/3332N11222W005,NULL,KLUF,56:00.0,30:00.0,NULL, FIRE FIGHTING AND RESCUE CAPABILITY LIMITED TO INTERIOR/EXTERIOR FIRE SUPPRESSION CAPABILITY IS REDUCED. FIREFIGHTERS MAY STILL BE SUCCESSFUL IN CONTROLLING EXTERIOR FIRES. TOTAL EXTINGUISHMENT SHOULD NOT BE EXPECTED.,0,999,MIL,M0526/16 NOTAMN,0,999,MSL,MSL,56:00.0,30:00.0,56:00.0,56:00.0,ZAB,NULL,NULL,LUKE AFB,KLUF,LUF,NULL
597,FNS_ID_43135864,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,M0528/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"FIRE FIGHTING AND RESCUE CAPABILITY LIMITED TO INTERIOR/EXTERIOR FIRE SUPPRESSION CAPABILITY IS REDUCED. FIREFIGHTERS MAY STILL BE SUCCESSFUL IN CONTROLLING EXTERIOR FIRES. TOTAL EXTINGUISHMENT SHOULD NOT BE EXPECTED. FOR THE FOLLOWING AIRCRAFT: E-3, C-22, C-32, VC-17, E-8",ZAB/QXXXX/IV/NBO/A/000/999/3332N11222W005,NULL,KLUF,00:00.0,30:00.0,NULL," FIRE FIGHTING AND RESCUE CAPABILITY LIMITED TO INTERIOR/EXTERIOR FIRE SUPPRESSION CAPABILITY IS REDUCED. FIREFIGHTERS MAY STILL BE SUCCESSFUL IN CONTROLLING EXTERIOR FIRES. TOTAL EXTINGUISHMENT SHOULD NOT BE EXPECTED. FOR THE FOLLOWING AIRCRAFT: E-3, C-22, C-32, VC-17, E-8",0,999,MIL,M0528/16 NOTAMN,0,999,MSL,MSL,00:00.0,30:00.0,00:00.0,NULL,ZAB,NULL,NULL,LUKE AFB,KLUF,LUF,NULL
598,FNS_ID_43135828,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,0183/16,NOTAMN,NULL,!TRI 05/183 TRI RWY 23 1000FT DIST REMAINING SIGN NOT LGTD  1605242054-1605271100,TRI,05/183,NULL,RWY 23 1000FT DIST REMAINING SIGN NOT LGTD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 23 1000FT DIST REMAINING SIGN NOT LGTD,NULL,NULL,DOM,0183/16 NOTAMN,NULL,NULL,NULL,NULL,54:00.0,00:00.0,54:00.0,NULL,NULL,TRI,TRI-CITIES RGNL TN/VA,TRI-CITIES RGNL TN/VA,TRI,KTRI,NULL
599,FNS_ID_43135800,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,0182/16,NOTAMN,NULL,!TRI 05/182 TRI RWY 05 7000FT DIST REMAINING SIGN NOT LGTD  1605242053-1605271100,TRI,05/182,NULL,RWY 05 7000FT DIST REMAINING SIGN NOT LGTD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 05 7000FT DIST REMAINING SIGN NOT LGTD,NULL,NULL,DOM,0182/16 NOTAMN,NULL,NULL,NULL,NULL,53:00.0,00:00.0,53:00.0,NULL,NULL,TRI,TRI-CITIES RGNL TN/VA,TRI-CITIES RGNL TN/VA,TRI,KTRI,NULL
600,FNS_ID_43135815,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,M0625/16,NOTAMC,M0624/16,NULL,NULL,NULL,NULL,M0625/16 NOTAMC M0624/16 A) KFFO,NULL,NULL,KFFO,NULL,NULL,NULL,M0625/16 NOTAMC M0624/16 A) KFFO,NULL,NULL,MIL,M0625/16 NOTAMC,NULL,NULL,NULL,NULL,50:00.0,50:00.0,50:00.0,NULL,KZID,NULL,NULL,WRIGHT-PATTERSON AFB,KFFO,FFO,NULL
601,FNS_ID_43135810,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,B3063/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"METAR AUTO NOT AVBL, AUTOMATIC WX STN WITHDRAWN MAINT",NZZC/QFMAU/IV/BO,METEOROLOGICAL SERVICE NOT AVAILABLE,NZNV,00:00.0,00:00.0,DAILY 2000-0500,"METAR AUTO NOT AVBL, AUTOMATIC WX STN WITHDRAWN MAINT ",0,999,INTL,B3063/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,51:00.0,NULL,NZZC,NULL,NULL,INVERCARGILL,NZCHYNYX,NZNV,NULL
602,FNS_ID_43122260,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,0390/16,NOTAMN,NULL,!HUF 05/390 BFR OBST TOWER LGT (ASR 1297664) 384934.40N0863503.80W (6.6NM W BFR) 1042.7FT (289.7FT AGL) OUT OF SERVICE 1605231016-1606071000,HUF,05/390,NULL,OBST TOWER LGT (ASR 1297664) 384934.40N0863503.80W (6.6NM W BFR) 1042.7FT (289.7FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1297664) 384934.40N0863503.80W (6.6NM W BFR) 1042.7FT (289.7FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0390/16 NOTAMN,NULL,NULL,NULL,NULL,16:00.0,00:00.0,17:00.0,52:00.0,NULL,BFR,VIRGIL I GRISSOM MUNI,VIRGIL I GRISSOM MUNI,HUF,KBFR,NULL
603,FNS_ID_43135670,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210117Z_tmp.xml,9173/16,NOTAMN,NULL,"!FDC 6/9173 UGN IAP WAUKEGAN RGNL, CHICAGO/WAUKEGAN, IL. ILS RWY 23, AMDT 4... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, OBK VOR OUT OF SERVICE. 1605242054-1606242054EST",FDC,Jun-73,NULL,"IAP WAUKEGAN RGNL, CHICAGO/WAUKEGAN, IL. ILS RWY 23, AMDT 4... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, OBK VOR OUT OF SERVICE. 1605242054-1606242054EST",ZAU//NBO/A/000/999/4225N08752W025,NULL,KUGN,20:00.0,20:00.0,NULL,"IAP WAUKEGAN RGNL, CHICAGO/WAUKEGAN, IL. ILS RWY 23, AMDT 4... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, OBK VOR OUT OF SERVICE.",NULL,NULL,FDC,9173/16 NOTAMN,0,999,NULL,NULL,54:00.0,54:00.0,54:00.0,NULL,NULL,UGN,CHICAGO/WAUKEGAN,WAUKEGAN RGNL,FDC,KUGN,NULL
604,FNS_ID_43128250,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T210630Z_tmp.xml,8651/16,NOTAMN,NULL,"!FDC 6/8651 FTG IAP FRONT RANGE, DENVER, CO. ILS OR LOC RWY 26, AMDT 5A... RADAR REQUIRED FOR PROCEDURE ENTRY EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, FQF VORTAC OUT OF SERVICE. 1605241353-1701031353EST",FDC,Jun-51,NULL,"IAP FRONT RANGE, DENVER, CO. ILS OR LOC RWY 26, AMDT 5A... RADAR REQUIRED FOR PROCEDURE ENTRY EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, FQF VORTAC OUT OF SERVICE. 1605241353-1701031353EST",ZDV//NBO/A/000/999/3947N10432W025,NULL,KFTG,53:00.0,53:00.0,NULL,"IAP FRONT RANGE, DENVER, CO. ILS OR LOC RWY 26, AMDT 5A... RADAR REQUIRED FOR PROCEDURE ENTRY EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, FQF VORTAC OUT OF SERVICE.",NULL,NULL,FDC,8651/16 NOTAMN,0,999,NULL,NULL,53:00.0,53:00.0,53:00.0,00:00.0,NULL,FTG,DENVER,FRONT RANGE,FDC,KFTG,NULL
